canonical_field,source_endpoints,example_raw_field,category,likely_use,priority,first_seen,last_seen
market_hours.future._6B.sessionHours.noTrading.*,market_hours,future._6B.sessionHours.noTrading.5,unknown,unknown,medium,,
market_hours.future._6B.sessionHours.noTrading.*.end,market_hours,future._6B.sessionHours.noTrading.5.end,unknown,unknown,medium,,
market_hours.future._6B.sessionHours.noTrading.*.start,market_hours,future._6B.sessionHours.noTrading.5.start,unknown,unknown,medium,,
market_hours.future._6B.sessionHours.regularMarket,market_hours,future._6B.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future._6B.sessionHours.regularMarket.*,market_hours,future._6B.sessionHours.regularMarket.1,unknown,unknown,medium,,
market_hours.future._6B.sessionHours.regularMarket.*.end,market_hours,future._6B.sessionHours.regularMarket.1.end,unknown,unknown,medium,,
market_hours.future._6B.sessionHours.regularMarket.*.start,market_hours,future._6B.sessionHours.regularMarket.1.start,unknown,unknown,medium,,
market_hours.future._6C,market_hours,future._6C,unknown,unknown,medium,,
market_hours.future._6C.category,market_hours,future._6C.category,unknown,unknown,medium,,
market_hours.future._6C.date,market_hours,future._6C.date,unknown,unknown,medium,,
market_hours.future._6C.exchange,market_hours,future._6C.exchange,unknown,unknown,low,,
market_hours.future._6C.isOpen,market_hours,future._6C.isOpen,market_hours,unknown,medium,,
market_hours.future._6C.marketType,market_hours,future._6C.marketType,unknown,unknown,medium,,
market_hours.future._6C.product,market_hours,future._6C.product,unknown,unknown,medium,,
market_hours.future._6C.productName,market_hours,future._6C.productName,unknown,unknown,medium,,
market_hours.future._6C.sessionHours,market_hours,future._6C.sessionHours,unknown,unknown,medium,,
market_hours.future._6C.sessionHours.noTrading,market_hours,future._6C.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future._6C.sessionHours.noTrading.*,market_hours,future._6C.sessionHours.noTrading.5,unknown,unknown,medium,,
market_hours.future._6C.sessionHours.noTrading.*.end,market_hours,future._6C.sessionHours.noTrading.5.end,unknown,unknown,medium,,
market_hours.future._6C.sessionHours.noTrading.*.start,market_hours,future._6C.sessionHours.noTrading.5.start,unknown,unknown,medium,,
market_hours.future._6C.sessionHours.regularMarket,market_hours,future._6C.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future._6C.sessionHours.regularMarket.*,market_hours,future._6C.sessionHours.regularMarket.1,unknown,unknown,medium,,
market_hours.future._6C.sessionHours.regularMarket.*.end,market_hours,future._6C.sessionHours.regularMarket.1.end,unknown,unknown,medium,,
market_hours.future._6C.sessionHours.regularMarket.*.start,market_hours,future._6C.sessionHours.regularMarket.1.start,unknown,unknown,medium,,
market_hours.future._6E,market_hours,future._6E,unknown,unknown,medium,,
market_hours.future._6E.category,market_hours,future._6E.category,unknown,unknown,medium,,
market_hours.future._6E.date,market_hours,future._6E.date,unknown,unknown,medium,,
market_hours.future._6E.exchange,market_hours,future._6E.exchange,unknown,unknown,low,,
market_hours.future._6E.isOpen,market_hours,future._6E.isOpen,market_hours,unknown,medium,,
market_hours.future._6E.marketType,market_hours,future._6E.marketType,unknown,unknown,medium,,
market_hours.future._6E.product,market_hours,future._6E.product,unknown,unknown,medium,,
market_hours.future._6E.productName,market_hours,future._6E.productName,unknown,unknown,medium,,
market_hours.future._6E.sessionHours,market_hours,future._6E.sessionHours,unknown,unknown,medium,,
market_hours.future._6E.sessionHours.noTrading,market_hours,future._6E.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future._6E.sessionHours.noTrading.*,market_hours,future._6E.sessionHours.noTrading.5,unknown,unknown,medium,,
market_hours.future._6E.sessionHours.noTrading.*.end,market_hours,future._6E.sessionHours.noTrading.5.end,unknown,unknown,medium,,
market_hours.future._6E.sessionHours.noTrading.*.start,market_hours,future._6E.sessionHours.noTrading.5.start,unknown,unknown,medium,,
market_hours.future._6E.sessionHours.regularMarket,market_hours,future._6E.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future._6E.sessionHours.regularMarket.*,market_hours,future._6E.sessionHours.regularMarket.1,unknown,unknown,medium,,
market_hours.future._6E.sessionHours.regularMarket.*.end,market_hours,future._6E.sessionHours.regularMarket.1.end,unknown,unknown,medium,,
market_hours.future._6E.sessionHours.regularMarket.*.start,market_hours,future._6E.sessionHours.regularMarket.1.start,unknown,unknown,medium,,
market_hours.future._6J,market_hours,future._6J,unknown,unknown,medium,,
market_hours.future._6J.category,market_hours,future._6J.category,unknown,unknown,medium,,
market_hours.future._6J.date,market_hours,future._6J.date,unknown,unknown,medium,,
market_hours.future._6J.exchange,market_hours,future._6J.exchange,unknown,unknown,low,,
market_hours.future._6J.isOpen,market_hours,future._6J.isOpen,market_hours,unknown,medium,,
market_hours.future._6J.marketType,market_hours,future._6J.marketType,unknown,unknown,medium,,
market_hours.future._6J.product,market_hours,future._6J.product,unknown,unknown,medium,,
market_hours.future._6J.productName,market_hours,future._6J.productName,unknown,unknown,medium,,
market_hours.future._6J.sessionHours,market_hours,future._6J.sessionHours,unknown,unknown,medium,,
market_hours.future._6J.sessionHours.noTrading,market_hours,future._6J.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future._6J.sessionHours.noTrading.*,market_hours,future._6J.sessionHours.noTrading.5,unknown,unknown,medium,,
market_hours.future._6J.sessionHours.noTrading.*.end,market_hours,future._6J.sessionHours.noTrading.5.end,unknown,unknown,medium,,
market_hours.future._6J.sessionHours.noTrading.*.start,market_hours,future._6J.sessionHours.noTrading.5.start,unknown,unknown,medium,,
market_hours.future._6J.sessionHours.regularMarket,market_hours,future._6J.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future._6J.sessionHours.regularMarket.*,market_hours,future._6J.sessionHours.regularMarket.1,unknown,unknown,medium,,
market_hours.future._6J.sessionHours.regularMarket.*.end,market_hours,future._6J.sessionHours.regularMarket.1.end,unknown,unknown,medium,,
market_hours.future._6J.sessionHours.regularMarket.*.start,market_hours,future._6J.sessionHours.regularMarket.1.start,unknown,unknown,medium,,
market_hours.future._6L,market_hours,future._6L,unknown,unknown,medium,,
market_hours.future._6L.category,market_hours,future._6L.category,unknown,unknown,medium,,
market_hours.future._6L.date,market_hours,future._6L.date,unknown,unknown,medium,,
market_hours.future._6L.exchange,market_hours,future._6L.exchange,unknown,unknown,low,,
market_hours.future._6L.isOpen,market_hours,future._6L.isOpen,market_hours,unknown,medium,,
market_hours.future._6L.marketType,market_hours,future._6L.marketType,unknown,unknown,medium,,
market_hours.future._6L.product,market_hours,future._6L.product,unknown,unknown,medium,,
market_hours.future._6L.productName,market_hours,future._6L.productName,unknown,unknown,medium,,
market_hours.future._6L.sessionHours,market_hours,future._6L.sessionHours,unknown,unknown,medium,,
market_hours.future._6L.sessionHours.noTrading,market_hours,future._6L.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future._6L.sessionHours.noTrading.*,market_hours,future._6L.sessionHours.noTrading.5,unknown,unknown,medium,,
market_hours.future._6L.sessionHours.noTrading.*.end,market_hours,future._6L.sessionHours.noTrading.5.end,unknown,unknown,medium,,
market_hours.future._6L.sessionHours.noTrading.*.start,market_hours,future._6L.sessionHours.noTrading.5.start,unknown,unknown,medium,,
market_hours.future._6L.sessionHours.regularMarket,market_hours,future._6L.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future._6L.sessionHours.regularMarket.*,market_hours,future._6L.sessionHours.regularMarket.1,unknown,unknown,medium,,
market_hours.future._6L.sessionHours.regularMarket.*.end,market_hours,future._6L.sessionHours.regularMarket.1.end,unknown,unknown,medium,,
market_hours.future._6L.sessionHours.regularMarket.*.start,market_hours,future._6L.sessionHours.regularMarket.1.start,unknown,unknown,medium,,
market_hours.future._6M,market_hours,future._6M,unknown,unknown,medium,,
market_hours.future._6M.category,market_hours,future._6M.category,unknown,unknown,medium,,
market_hours.future._6M.date,market_hours,future._6M.date,unknown,unknown,medium,,
market_hours.future._6M.exchange,market_hours,future._6M.exchange,unknown,unknown,low,,
market_hours.future._6M.isOpen,market_hours,future._6M.isOpen,market_hours,unknown,medium,,
market_hours.future._6M.marketType,market_hours,future._6M.marketType,unknown,unknown,medium,,
market_hours.future._6M.product,market_hours,future._6M.product,unknown,unknown,medium,,
market_hours.future._6M.productName,market_hours,future._6M.productName,unknown,unknown,medium,,
market_hours.future._6M.sessionHours,market_hours,future._6M.sessionHours,unknown,unknown,medium,,
market_hours.future._6M.sessionHours.noTrading,market_hours,future._6M.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future._6M.sessionHours.noTrading.*,market_hours,future._6M.sessionHours.noTrading.5,unknown,unknown,medium,,
market_hours.future._6M.sessionHours.noTrading.*.end,market_hours,future._6M.sessionHours.noTrading.5.end,unknown,unknown,medium,,
market_hours.future._6M.sessionHours.noTrading.*.start,market_hours,future._6M.sessionHours.noTrading.5.start,unknown,unknown,medium,,
market_hours.future._6M.sessionHours.regularMarket,market_hours,future._6M.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future._6M.sessionHours.regularMarket.*,market_hours,future._6M.sessionHours.regularMarket.1,unknown,unknown,medium,,
market_hours.future._6M.sessionHours.regularMarket.*.end,market_hours,future._6M.sessionHours.regularMarket.1.end,unknown,unknown,medium,,
market_hours.future._6M.sessionHours.regularMarket.*.start,market_hours,future._6M.sessionHours.regularMarket.1.start,unknown,unknown,medium,,
market_hours.future._6N,market_hours,future._6N,unknown,unknown,medium,,
market_hours.future._6N.category,market_hours,future._6N.category,unknown,unknown,medium,,
market_hours.future._6N.date,market_hours,future._6N.date,unknown,unknown,medium,,
market_hours.future._6N.exchange,market_hours,future._6N.exchange,unknown,unknown,low,,
market_hours.future._6N.isOpen,market_hours,future._6N.isOpen,market_hours,unknown,medium,,
market_hours.future._6N.marketType,market_hours,future._6N.marketType,unknown,unknown,medium,,
market_hours.future._6N.product,market_hours,future._6N.product,unknown,unknown,medium,,
market_hours.future._6N.productName,market_hours,future._6N.productName,unknown,unknown,medium,,
market_hours.future._6N.sessionHours,market_hours,future._6N.sessionHours,unknown,unknown,medium,,
market_hours.future._6N.sessionHours.noTrading,market_hours,future._6N.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future._6N.sessionHours.noTrading.*,market_hours,future._6N.sessionHours.noTrading.5,unknown,unknown,medium,,
market_hours.future._6N.sessionHours.noTrading.*.end,market_hours,future._6N.sessionHours.noTrading.5.end,unknown,unknown,medium,,
market_hours.future._6N.sessionHours.noTrading.*.start,market_hours,future._6N.sessionHours.noTrading.5.start,unknown,unknown,medium,,
market_hours.future._6N.sessionHours.regularMarket,market_hours,future._6N.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future._6N.sessionHours.regularMarket.*,market_hours,future._6N.sessionHours.regularMarket.1,unknown,unknown,medium,,
market_hours.future._6N.sessionHours.regularMarket.*.end,market_hours,future._6N.sessionHours.regularMarket.1.end,unknown,unknown,medium,,
market_hours.future._6N.sessionHours.regularMarket.*.start,market_hours,future._6N.sessionHours.regularMarket.1.start,unknown,unknown,medium,,
market_hours.future._6S,market_hours,future._6S,unknown,unknown,medium,,
market_hours.future._6S.category,market_hours,future._6S.category,unknown,unknown,medium,,
market_hours.future._6S.date,market_hours,future._6S.date,unknown,unknown,medium,,
market_hours.future._6S.exchange,market_hours,future._6S.exchange,unknown,unknown,low,,
market_hours.future._6S.isOpen,market_hours,future._6S.isOpen,market_hours,unknown,medium,,
market_hours.future._6S.marketType,market_hours,future._6S.marketType,unknown,unknown,medium,,
market_hours.future._6S.product,market_hours,future._6S.product,unknown,unknown,medium,,
market_hours.future._6S.productName,market_hours,future._6S.productName,unknown,unknown,medium,,
market_hours.future._6S.sessionHours,market_hours,future._6S.sessionHours,unknown,unknown,medium,,
market_hours.future._6S.sessionHours.noTrading,market_hours,future._6S.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future._6S.sessionHours.noTrading.*,market_hours,future._6S.sessionHours.noTrading.5,unknown,unknown,medium,,
market_hours.future._6S.sessionHours.noTrading.*.end,market_hours,future._6S.sessionHours.noTrading.5.end,unknown,unknown,medium,,
market_hours.future._6S.sessionHours.noTrading.*.start,market_hours,future._6S.sessionHours.noTrading.5.start,unknown,unknown,medium,,
market_hours.future._6S.sessionHours.regularMarket,market_hours,future._6S.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future._6S.sessionHours.regularMarket.*,market_hours,future._6S.sessionHours.regularMarket.1,unknown,unknown,medium,,
market_hours.future._6S.sessionHours.regularMarket.*.end,market_hours,future._6S.sessionHours.regularMarket.1.end,unknown,unknown,medium,,
market_hours.future._6S.sessionHours.regularMarket.*.start,market_hours,future._6S.sessionHours.regularMarket.1.start,unknown,unknown,medium,,
market_hours.future._6Z,market_hours,future._6Z,unknown,unknown,medium,,
market_hours.future._6Z.category,market_hours,future._6Z.category,unknown,unknown,medium,,
market_hours.future._6Z.date,market_hours,future._6Z.date,unknown,unknown,medium,,
market_hours.future._6Z.exchange,market_hours,future._6Z.exchange,unknown,unknown,low,,
market_hours.future._6Z.isOpen,market_hours,future._6Z.isOpen,market_hours,unknown,medium,,
market_hours.future._6Z.marketType,market_hours,future._6Z.marketType,unknown,unknown,medium,,
market_hours.future._6Z.product,market_hours,future._6Z.product,unknown,unknown,medium,,
market_hours.future._6Z.productName,market_hours,future._6Z.productName,unknown,unknown,medium,,
market_hours.future._6Z.sessionHours,market_hours,future._6Z.sessionHours,unknown,unknown,medium,,
market_hours.future._6Z.sessionHours.noTrading,market_hours,future._6Z.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future._6Z.sessionHours.noTrading.*,market_hours,future._6Z.sessionHours.noTrading.5,unknown,unknown,medium,,
market_hours.future._6Z.sessionHours.noTrading.*.end,market_hours,future._6Z.sessionHours.noTrading.5.end,unknown,unknown,medium,,
market_hours.future._6Z.sessionHours.noTrading.*.start,market_hours,future._6Z.sessionHours.noTrading.5.start,unknown,unknown,medium,,
market_hours.future._6Z.sessionHours.regularMarket,market_hours,future._6Z.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future._6Z.sessionHours.regularMarket.*,market_hours,future._6Z.sessionHours.regularMarket.1,unknown,unknown,medium,,
market_hours.future._6Z.sessionHours.regularMarket.*.end,market_hours,future._6Z.sessionHours.regularMarket.1.end,unknown,unknown,medium,,
